subj,date,session,trial,stim,stim_order,filter,filter_freq,filter_gain,response,rt
6,19-May-2017,1,1,stim.wav,0,0,100,6.639722027954713,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,1,191,-2.4501339443571624,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,2,293,-3.7749513193865276,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,3,406,4.694142594075405,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,4,533,-1.2884913176589259,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,5,673,3.6403360978784827,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,6,830,5.128305932635251,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,7,1004,-1.4520918416511108,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,8,1199,3.6945076818910385,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,9,1416,-12.224424230473414,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,10,1657,-4.586010120429989,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,11,1926,-2.833257514467447,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,12,2226,4.595322897967503,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,13,2560,-1.2868473287504032,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,14,2932,0.5667971497090476,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,15,3346,-3.961516502958902,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,16,3808,-3.093315515326855,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,17,4322,-2.4187364439662287,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,18,4895,-6.9746728688506625,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,19,5534,-1.3157285779971448,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,20,6245,-1.423529361221318,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,21,7037,-0.03574987291135688,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,22,7920,0.6465022194853316,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,23,8904,-1.589079519256134,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,0,24,10000,0.07023808396382057,0,4.746407330561167
6,19-May-2017,1,1,stim.wav,1,0,100,-7.6617130678007905,1,4.746407330561167
6,19-May-2017,1,1,stim.wav,1,1,191,-3.7648589510913766,1,4.746407330561167
6,19-May-2017,1,1,stim.wav,1,2,293,-0.57229679581435,1,4.746407330561167
6,19-May-2017,1,1,stim.wav,1,3,406,8.329459516212763,1,4.746407330561167
6,19-May-2017,1,1,stim.wav,1,4,533,3.6237948663187973,1,4.746407330561167
