subj,date,session,trial,stim,stim_order,filter,filter_freq,filter_gain,response,rt
8,19-May-2017,1,1,stim.wav,0,0,100,4.670909522806768,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,1,191,-7.784924061130656,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,2,293,-0.36163836262886745,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,3,406,-7.977979263464128,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,4,533,5.850372765888134,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,5,673,1.1787422111743886,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,6,830,2.8866829173863935,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,7,1004,0.6635577726901252,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,8,1199,3.52961529999612,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,9,1416,-6.080640992436934,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,10,1657,-11.759273549166041,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,11,1926,-3.7276771910868742,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,12,2226,-3.6949212333077766,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,13,2560,-2.073031057880394,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,14,2932,-7.067392909419158,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,15,3346,-1.9288922454669661,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,16,3808,-4.408726453811261,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,17,4322,-1.630409379607828,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,18,4895,-3.128909055122397,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,19,5534,6.546418718702704,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,20,6245,-1.3252038734528093,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,21,7037,-2.6674932378471654,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,22,7920,2.7926571092113326,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,23,8904,1.6179435143016854,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,0,24,10000,-1.5656810691574004,0,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,0,100,3.5849385781330048,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,1,191,0.7734770617238793,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,2,293,-5.001219665690862,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,3,406,5.588179526053853,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,4,533,-9.833444652349868,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,5,673,3.9265403882870413,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,6,830,-1.8289534280699369,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,7,1004,0.07499487173701999,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,8,1199,-8.971517983169463,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,9,1416,-2.826003182899029,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,10,1657,-3.1279784412889255,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,11,1926,0.31518141780837317,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,12,2226,-2.6264148203360964,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,13,2560,-9.502328454137443,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,14,2932,-5.833425223824972,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,15,3346,-0.5231131058638173,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,16,3808,-6.774377613719375,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,17,4322,-2.054999347347208,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,18,4895,-1.6755833613984787,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,19,5534,5.982109562256737,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,20,6245,-2.9768613726806237,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,21,7037,1.768593813369904,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,22,7920,-0.648887239901435,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,23,8904,-3.276312073291062,1,6.882478332041894
8,19-May-2017,1,1,stim.wav,1,24,10000,3.569630306028348,1,6.882478332041894
8,19-May-2017,1,2,stim.wav,0,0,100,-3.42871479514699,0,2.3956741056996096
8,19-May-2017,1,2,stim.wav,0,1,191,2.5815766213093925,0,2.3956741056996096
8,19-May-2017,1,2,stim.wav,0,2,293,-1.1551710817585121,0,2.3956741056996096
8,19-May-2017,1,2,stim.wav,0,3,406,7.065604615352946,0,2.3956741056996096
8,19-May-2017,1,2,stim.wav,0,4,533,-4.920978768160272,0,2.3956741056996096
8,19-May-2017,1,2,stim.wav,0,5,673,-9.870171157755529,0,2.3956741056996096
8,19-May-2017,1,2,stim.wav,0,6,830,4.369755428112998,0,2.3956741056996096
8,19-May-2017,1,2,stim.wav,0,7,1004,-1.5247286410867402,0,2.3956741056996096
8,19-May-2017,1,2,stim.wav,0,8,1199,-7.857519258379426,0,2.3956741056996096
8,19-May-2017,1,2,stim.wav,0,9,1416,-4.263169994254092,0,2.3956741056996096
