subj,date,session,trial,stim,stim_order,filter,filter_freq,filter_gain,response,rt
9,19-May-2017,1,1,stim.wav,0,0,100,0.45861832392578344,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,1,191,7.287759520241288,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,2,293,-1.9913843402706135,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,3,406,5.203611052706426,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,4,533,1.7998366876867395,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,5,673,-11.19735416441386,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,6,830,1.1072618182870038,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,7,1004,-3.3274446140553877,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,8,1199,0.6821876282372229,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,9,1416,-0.13001591742871904,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,10,1657,6.357767535851205,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,11,1926,-9.485527263218597,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,12,2226,-4.601641888815447,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,13,2560,-3.758968555557308,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,14,2932,-2.305794562506388,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,15,3346,-5.39875019473943,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,16,3808,-1.5702521727177856,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,17,4322,5.328228039799142,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,18,4895,-6.026411024507845,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,19,5534,-3.0216283276385356,0,6.67075020996437
9,19-May-2017,1,1,stim.wav,0,20,6245,5.447074658621185,0,6.67075020996437
