subj,date,session,trial,stim,stim_order,filter,filter_freq,filter_gain,response,rt
5,19-May-2017,1,1,stim.wav,0,0,100,0.528150068919832,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,1,191,2.3961635700378947,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,2,293,1.813366153659794,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,3,406,-2.2521019967105556,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,4,533,-0.9257624378817763,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,5,673,-0.1269177818014689,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,6,830,2.820844289232147,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,7,1004,-5.696800584779008,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,8,1199,-2.008216121623566,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,9,1416,-1.6027532519043026,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,10,1657,-3.0342282914813894,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,11,1926,2.2924508423532357,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,12,2226,-1.3608634336363008,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,13,2560,4.365247447697418,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,14,2932,2.382937773432863,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,15,3346,8.130186198675771,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,16,3808,7.436509422355373,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,17,4322,-4.648785040587688,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,18,4895,-2.5023235071024255,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,19,5534,1.6384731130230257,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,20,6245,-6.331422508823969,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,21,7037,3.889790273337399,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,22,7920,-2.2411885977400585,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,23,8904,-12.061016305211487,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,0,24,10000,3.776271439717837,1,4.656287226843492
5,19-May-2017,1,1,stim.wav,1,0,100,-0.13030549260752883,0,4.656287226843492
5,19-May-2017,1,1,stim.wav,1,1,191,-4.877845475432634,0,4.656287226843492
5,19-May-2017,1,1,stim.wav,1,2,293,0.240213549376978,0,4.656287226843492
5,19-May-2017,1,1,stim.wav,1,3,406,10.384140523129092,0,4.656287226843492
5,19-May-2017,1,1,stim.wav,1,4,533,-8.47109107745193,0,4.656287226843492
5,19-May-2017,1,1,stim.wav,1,5,673,-0.46075664015148743,0,4.656287226843492
5,19-May-2017,1,1,stim.wav,1,6,830,3.036838390257664,0,4.656287226843492
5,19-May-2017,1,1,stim.wav,1,7,1004,5.323377709838921,0,4.656287226843492
