subj,date,session,trial,stim,stim_order,filter,filter_freq,filter_gain,response,rt
7,19-May-2017,1,1,stim.wav,0,0,100,-0.4122083175980311,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,1,191,7.017271707963834,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,2,293,-2.1604667766693892,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,3,406,-3.454072523341098,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,4,533,6.965599634830272,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,5,673,2.7052577909180897,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,6,830,-0.6997342875746246,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,7,1004,2.181695420079955,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,8,1199,-3.808285215435809,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,9,1416,-0.7153251275024433,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,10,1657,6.154143511000191,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,11,1926,-1.4945294183049087,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,12,2226,2.8773522240287264,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,13,2560,3.9184932871476286,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,14,2932,9.618757291500671,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,15,3346,-3.6088837695152036,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,16,3808,-0.05723740461156791,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,17,4322,7.251937954060872,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,18,4895,2.4422886165102815,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,19,5534,0.8823500568512919,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,20,6245,-2.7813631896042947,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,21,7037,-4.250819177841769,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,22,7920,-5.871375611319436,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,23,8904,-0.8599202550542921,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,0,24,10000,2.0645287078971437,1,4.270902929942407
7,19-May-2017,1,1,stim.wav,1,0,100,4.113656904088587,0,4.270902929942407
