subj,date,session,trial,stim,stim_order,filter,filter_freq,filter_gain,response,rt
2,19-May-2017,1,1,stim.wav,0,0,100,0.8416398734066253,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,1,191,-1.3794207290605955,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,2,293,6.967059665888615,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,3,406,8.503155991294955,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,4,533,-1.436489598559404,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,5,673,-2.3036769068653458,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,6,830,-6.5471811407392515,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,7,1004,2.5709313400449525,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,8,1199,-2.8781914257775973,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,9,1416,-3.2664031910113724,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,10,1657,2.308778119245751,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,11,1926,-2.8987734353396037,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,12,2226,4.8872362700753555,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,13,2560,-7.34163291429088,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,14,2932,-7.836831839450821,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,15,3346,-6.9811292308835595,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,16,3808,0.7289116639422062,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,17,4322,2.1188022541151894,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,18,4895,2.3123152269136917,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,19,5534,4.076489579508042,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,20,6245,4.240805812297922,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,21,7037,7.783625531643815,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,22,7920,1.3232217084296845,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,23,8904,-1.075731757499395,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,0,24,10000,-2.4876775229581742,1,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,0,100,6.439973776398845,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,1,191,6.483387968885564,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,2,293,8.411312515243486,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,3,406,-3.9745832651531083,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,4,533,10.665230194034255,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,5,673,1.1947018348368572,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,6,830,-3.48365598787838,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,7,1004,1.6419592079492769,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,8,1199,7.951159747218137,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,9,1416,-11.69185625170116,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,10,1657,-0.0056432152617756385,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,11,1926,0.2991097625155697,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,12,2226,-6.740791452946002,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,13,2560,-4.959177114133438,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,14,2932,7.328715332472329,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,15,3346,-1.2543863841469451,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,16,3808,1.8056180634578831,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,17,4322,2.5051122674594053,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,18,4895,4.384619634153289,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,19,5534,-11.633551907990496,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,20,6245,-8.75309529796691,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,21,7037,0.5373308887452528,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,22,7920,3.804427531290335,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,23,8904,0.4492378409167438,0,5.061971643070102
2,19-May-2017,1,1,stim.wav,1,24,10000,-0.8016869915556926,0,5.061971643070102
2,19-May-2017,1,2,stim.wav,0,0,100,4.884745350425954,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,1,191,-2.071687899339138,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,2,293,0.7465173612047428,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,3,406,1.7372383263510984,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,4,533,-2.8782088996256414,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,5,673,-3.452189366359349,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,6,830,0.4880451043964271,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,7,1004,-1.75056913792886,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,8,1199,5.294014329890381,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,9,1416,-4.592636950713198,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,10,1657,-0.07409486196725686,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,11,1926,-1.9030465610931404,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,12,2226,3.5191300365062106,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,13,2560,4.111230031931416,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,14,2932,-5.489364617475754,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,15,3346,6.5183536529102195,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,16,3808,8.062353938120951,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,17,4322,1.6967373571953337,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,18,4895,2.6776959935611,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,19,5534,5.194591089456715,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,20,6245,3.7572706295786906,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,21,7037,-1.3916617498685961,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,22,7920,-9.612118571054237,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,23,8904,-3.036320429121706,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,0,24,10000,-4.228807344295632,1,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,0,100,2.818447125935164,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,1,191,1.3233340134060645,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,2,293,5.162935928803897,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,3,406,6.327727436144092,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,4,533,-3.4847787342189225,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,5,673,0.9279901466160743,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,6,830,0.15618752146363363,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,7,1004,3.4379393585781477,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,8,1199,-0.31835561859933714,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,9,1416,2.0815111970358915,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,10,1657,-6.299870019305581,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,11,1926,-2.4823655161133837,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,12,2226,-3.717099920837328,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,13,2560,-3.0308000008830045,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,14,2932,6.896407967103215,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,15,3346,-3.608130185830621,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,16,3808,6.892345462321334,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,17,4322,-1.1209646480281532,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,18,4895,1.7780101952756031,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,19,5534,-1.1397397000075764,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,20,6245,-2.9369438439924442,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,21,7037,-4.482446481876732,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,22,7920,-6.060416380392624,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,23,8904,-1.8623491389522362,0,2.7500717561351924
2,19-May-2017,1,2,stim.wav,1,24,10000,5.205873500704442,0,2.7500717561351924
2,19-May-2017,1,3,stim.wav,0,0,100,7.535781521164891,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,1,191,-0.034695727673783074,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,2,293,-6.275089807627089,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,3,406,-5.990697821916976,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,4,533,5.762304686840184,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,5,673,-3.6393457978985175,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,6,830,-5.2280517341581305,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,7,1004,6.951857457702133,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,8,1199,1.3055339180242047,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,9,1416,2.5181420800174514,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,10,1657,5.262656360383414,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,11,1926,-0.892417157784138,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,12,2226,-0.40478794541573004,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,13,2560,5.090604831859043,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,14,2932,11.012555680742999,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,15,3346,0.7493571474750278,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,16,3808,2.391756190426801,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,17,4322,-4.8754434900029535,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,18,4895,5.9935775672279,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,19,5534,2.2614498405709913,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,20,6245,1.3186354778163143,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,21,7037,2.6133374582838416,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,22,7920,-8.795793496514992,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,23,8904,2.131387003763872,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,0,24,10000,-3.4502130366782624,0,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,0,100,-2.2007375477879125,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,1,191,4.912195102417552,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,2,293,-2.507107476183752,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,3,406,0.8807534708580671,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,4,533,0.45659191357437284,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,5,673,-8.11626087686166,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,6,830,0.8949933009888755,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,7,1004,2.983232585276554,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,8,1199,-3.6592287691961465,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,9,1416,0.0002442276988272514,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,10,1657,-3.2294125474601056,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,11,1926,9.90486081594604,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,12,2226,-0.2777296205442336,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,13,2560,0.06529191518247937,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,14,2932,-8.040422238711336,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,15,3346,-4.517967988670101,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,16,3808,-1.7723490242310462,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,17,4322,2.3610294981494913,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,18,4895,-2.148637066882191,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,19,5534,-2.3769076948043373,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,20,6245,-5.372743200668307,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,21,7037,8.152983051767327,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,22,7920,-1.0012745921055337,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,23,8904,3.4674751713194185,1,1.8917989322960767
2,19-May-2017,1,3,stim.wav,1,24,10000,8.579559316394027,1,1.8917989322960767
