,type,subj,session,filter_freq,kernel_gain,norm_gain
232,controls,10,1.0,1004,0.4171387011135886,0.9472918126980011
233,controls,10,1.0,1199,0.6747449904998235,1.5322970595946261
234,controls,10,1.0,1416,0.2241541006174837,0.5090377462718458
235,controls,10,1.0,1657,-0.34872157724280106,-0.7919214739638502
236,controls,10,1.0,1926,0.2882963225323335,0.6547000919280691
237,controls,10,1.0,2226,-0.0729659278012903,-0.16570034338111939
238,controls,10,1.0,2560,0.3255058887601891,0.73920032493832
239,controls,10,1.0,2932,-0.2380162392790788,-0.5405176603281485
240,controls,10,1.0,3346,0.15905392846926422,0.36119996493770384
241,controls,10,1.0,3808,0.17143940602200064,0.38932648844353224
242,controls,10,1.0,4322,-0.7507315552653138,-1.7048570509961298
243,controls,10,1.0,4895,-0.08534449978331415,-0.193811184835437
244,controls,10,1.0,5534,0.24368955211186444,0.5534013433405979
245,controls,10,1.0,6245,-0.07111500145026774,-0.1614970235415795
246,controls,10,1.0,7037,0.25527358250684595,0.5797078383311518
247,controls,10,1.0,7920,-0.013963466207172703,-0.03171002158185753
248,controls,10,1.0,8904,0.24341854347877873,0.5527859023407404
249,controls,10,1.0,10000,0.37913439120935505,0.8609867742937253
250,patients,1,1.0,100,-1.9506471391732636,-3.170298177806879
251,patients,1,1.0,191,-0.8911367852716927,-1.4483241329443672
252,patients,1,1.0,293,-0.49919110694694113,-0.8113126279733135
253,patients,1,1.0,406,0.7020117617060303,1.1409478240533486
254,patients,1,1.0,533,0.5019806393049091,0.8158463281868474
255,patients,1,1.0,673,0.597687210966738,0.9713938711792908
256,patients,1,1.0,830,0.4117321571242307,0.669169570068255
257,patients,1,1.0,1004,0.44988646948016625,0.7311800405979291
258,patients,1,1.0,1199,0.9089407956614215,1.4772601821983262
259,patients,1,1.0,1416,-0.5184537513299876,-0.8426193287911746
260,patients,1,1.0,1657,-0.012339516053382127,-0.020054854859929288
261,patients,1,1.0,1926,-0.23782982329765742,-0.38653400724656795
262,patients,1,1.0,2226,0.5436121118996528,0.8835080692859942
263,patients,1,1.0,2560,0.16138122533992702,0.26228557402967967
264,patients,1,1.0,2932,0.012267584632342447,0.019937947989142904
265,patients,1,1.0,3346,-0.32613174975026277,-0.5300471167719428
266,patients,1,1.0,3808,0.37005496458540404,0.6014335224210374
267,patients,1,1.0,4322,0.03792021122302458,0.0616299965935195
268,patients,1,1.0,4895,-0.5428569365596048,-0.8822807171132719
269,patients,1,1.0,5534,0.2019302385613854,0.32818804308532884
270,patients,1,1.0,6245,0.6059253434985159,0.9847829337265519
271,patients,1,1.0,7037,-0.26462086042348154,-0.4300762627759584
272,patients,1,1.0,7920,0.08806170831746368,0.14312269390338875
273,patients,1,1.0,8904,-0.6725272646312958,-1.093028010432316
274,patients,1,1.0,10000,-0.4374630654667608,-0.7109888464475863
275,patients,1,2.0,100,-1.778603384243115,-2.9645234147096353
276,patients,1,2.0,191,-0.6273794040145927,-1.0456973991980278
277,patients,1,2.0,293,-0.5534469119891356,-0.9224689123644833
278,patients,1,2.0,406,0.11835978822006245,0.19727858759684413
279,patients,1,2.0,533,1.3424553703892936,2.2375648297865665
280,patients,1,2.0,673,0.5668314912047601,0.9447779323698847
281,patients,1,2.0,830,-0.05120568472275962,-0.08534811789501853
282,patients,1,2.0,1004,0.0956120773654204,0.15936337723738092
283,patients,1,2.0,1199,0.9146780040117166,1.5245581920257747
284,patients,1,2.0,1416,-0.3703220334056708,-0.6172417913627078
285,patients,1,2.0,1657,-0.5047932950825567,-0.8413745054789116
286,patients,1,2.0,1926,-0.14273111538017189,-0.23789999350091479
287,patients,1,2.0,2226,0.011188097033531408,0.018647988593624345
288,patients,1,2.0,2560,-0.18286128724547526,-0.304787774770734
289,patients,1,2.0,2932,-0.02278322883922263,-0.03797441068364186
290,patients,1,2.0,3346,0.34960692746323324,0.5827144666378198
291,patients,1,2.0,3808,0.7199618358945645,1.2000110531190982
292,patients,1,2.0,4322,0.4388481312306644,0.7314590605530089
293,patients,1,2.0,4895,-0.3460627604697801,-0.5768071541190121
294,patients,1,2.0,5534,0.23768910456047054,0.3961731559342215
295,patients,1,2.0,6245,0.24387159797676433,0.4064779527519171
296,patients,1,2.0,7037,0.21465954854468733,0.35778817441221145
297,patients,1,2.0,7920,0.22159609439838113,0.36934980348739344
298,patients,1,2.0,8904,-0.25807053070438524,-0.4301443130590138
299,patients,1,2.0,10000,-0.6874364492969456,-1.145798702577464
300,patients,1,3.0,100,-1.355602444785902,-2.652879168184273
301,patients,1,3.0,191,-0.26949630606157937,-0.527397349424441
302,patients,1,3.0,293,-0.17879999198637203,-0.3499069921543817
303,patients,1,3.0,406,0.25446842620526544,0.49798817451026645
304,patients,1,3.0,533,0.7839868604836673,1.5342421506445343
305,patients,1,3.0,673,0.7578585812430625,1.4831097792295143
306,patients,1,3.0,830,-0.08687665156188246,-0.1700153758327882
307,patients,1,3.0,1004,0.559595554609744,1.095114128144831
308,patients,1,3.0,1199,0.6085795187965467,1.1909744879915387
309,patients,1,3.0,1416,-0.5636519920110113,-1.1030524719566595
310,patients,1,3.0,1657,0.3515818226691658,0.6880365972035366
311,patients,1,3.0,1926,-0.41786517761389774,-0.8177514204591224
312,patients,1,3.0,2226,0.006290432389500722,0.012310214627573703
313,patients,1,3.0,2560,0.08270554370014636,0.16185262487493127
314,patients,1,3.0,2932,0.332741825355563,0.6511672063329719
315,patients,1,3.0,3346,0.42546627597657877,0.8326265747340624
316,patients,1,3.0,3808,0.5387991074817066,1.054416015235386
317,patients,1,3.0,4322,0.6008832183920929,1.1759130257659463
318,patients,1,3.0,4895,-0.6687339133605734,-1.3086950931936394
319,patients,1,3.0,5534,0.1952257907568025,0.38205185848039663
320,patients,1,3.0,6245,0.43038281254399247,0.8422481105239067
321,patients,1,3.0,7037,-0.14158167571480085,-0.27707170309783324
322,patients,1,3.0,7920,0.007008008548204991,0.013714492740477889
323,patients,1,3.0,8904,-0.43585469584977826,-0.8529564456176422
324,patients,1,3.0,10000,-0.4407557557983168,-0.8625476940618374
325,patients,2,1.0,100,0.05014519884200039,0.07787992400572925
326,patients,2,1.0,191,-0.598764841009051,-0.9299346974775546
327,patients,2,1.0,293,-1.1041900874197799,-1.7149047582219443
328,patients,2,1.0,406,-0.7325970511470317,-1.1377879435660876
329,patients,2,1.0,533,-0.13052649905983332,-0.20271918473278494
330,patients,2,1.0,673,0.04568358150867996,0.07095063811424314
331,patients,2,1.0,830,0.7145116415303583,1.1096997046302537
332,patients,2,1.0,1004,1.9697671933464065,3.059222475319177
333,patients,2,1.0,1199,0.6906690886515395,1.0726701135789618
334,patients,2,1.0,1416,0.4761712796512212,0.7395360658513763
335,patients,2,1.0,1657,-0.6704512686762235,-1.041270052962983
336,patients,2,1.0,1926,-0.17235099653074495,-0.2676763243958585
337,patients,2,1.0,2226,0.4349253764659189,0.675477534231226
338,patients,2,1.0,2560,0.22955384682521718,0.3565174046332998
339,patients,2,1.0,2932,0.4084600487644561,0.6343745421647092
340,patients,2,1.0,3346,-0.6759661721620812,-1.049835185304582
341,patients,2,1.0,3808,0.4400268278985051,0.6834005390066297
342,patients,2,1.0,4322,-0.07700663877874586,-0.11959811336917472
343,patients,2,1.0,4895,-0.7631352753108542,-1.1852165036689624
344,patients,2,1.0,5534,0.4821978961189157,0.7488959336623423
345,patients,2,1.0,6245,-0.3730695845869408,-0.5794100246371839
346,patients,2,1.0,7037,-0.11044875956100252,-0.1715366814725507
347,patients,2,1.0,7920,-0.7525178337838748,-1.168726678952905
348,patients,2,1.0,8904,0.2074784676633391,0.32223239048983726
349,patients,2,1.0,10000,0.11887134548773567,0.18461770153137028
350,patients,3,1.0,100,-1.6749387987290127,-2.730970226093045
351,patients,3,1.0,191,-0.8130003150501206,-1.3255885265127005
352,patients,3,1.0,293,-0.8387919843295959,-1.3676415740252033
353,patients,3,1.0,406,-1.2598841018937175,-2.054227875794994
354,patients,3,1.0,533,0.2660163040151583,0.4337368066654059
355,patients,3,1.0,673,0.6978100108925833,1.1377719380931424
356,patients,3,1.0,830,0.9460978165211864,1.54260261321287
357,patients,3,1.0,1004,0.4408892443756822,0.7188653103673502
358,patients,3,1.0,1199,0.6659942177696457,1.0858966195416757
359,patients,3,1.0,1416,0.33190496997035424,0.5411675886719924
360,patients,3,1.0,1657,-0.3868548227941927,-0.6307627500617531
361,patients,3,1.0,1926,0.5716671759911879,0.9320973626327784
362,patients,3,1.0,2226,-0.1291958158807334,-0.2106524290761062
363,patients,3,1.0,2560,-0.05287761935961994,-0.08621640635907603
364,patients,3,1.0,2932,0.2599490601797346,0.4238442289296928
365,patients,3,1.0,3346,-0.7388441784738256,-1.204677719965245
366,patients,3,1.0,3808,-0.32623872452461433,-0.5319288346245052
367,patients,3,1.0,4322,0.10739852754280832,0.17511217799015025
368,patients,3,1.0,4895,0.2914062994076084,0.4751349290983195
369,patients,3,1.0,5534,0.007731281459016054,0.012605773709546771
370,patients,3,1.0,6245,-0.09223222235549486,-0.150383675708262
371,patients,3,1.0,7037,-0.17969787800045944,-0.29299551415475517
372,patients,3,1.0,7920,-0.06791993468496577,-0.11074274446539684
373,patients,3,1.0,8904,0.23554110110781362,0.38404730646560326
374,patients,3,1.0,10000,0.17999938264638374,0.293487114332429
375,patients,3,2.0,100,-1.7753507321713182,-2.3337227419388245
376,patients,3,2.0,191,-0.3585398151150252,-0.47130547517285304
377,patients,3,2.0,293,-1.442101130410903,-1.8956615970183683
378,patients,3,2.0,406,-1.530878422375511,-2.0123605576638277
379,patients,3,2.0,533,0.4083868045445506,0.5368300223740661
380,patients,3,2.0,673,1.1450966131129818,1.5052451097764343
381,patients,3,2.0,830,0.9511504799160724,1.250300273496587
382,patients,3,2.0,1004,-0.13983136195508022,-0.18381023170094368
383,patients,3,2.0,1199,1.5944960531667678,2.095986800679057
384,patients,3,2.0,1416,-0.25541378351846866,-0.335744900655591
385,patients,3,2.0,1657,0.28062700248609085,0.36888802073657856
386,patients,3,2.0,1926,-0.11299624882704887,-0.14853510963377087
387,patients,3,2.0,2226,-0.2979408729031772,-0.3916473394509819
388,patients,3,2.0,2560,-0.25185512987161696,-0.3310670019193879
389,patients,3,2.0,2932,-0.2465045567360274,-0.3240336005848468
390,patients,3,2.0,3346,-0.3321118681227385,-0.4365655785422747
391,patients,3,2.0,3808,-0.5240242732051061,-0.688837051488432
392,patients,3,2.0,4322,-0.3268549121536197,-0.42965523824940255
393,patients,3,2.0,4895,-0.39467225563841046,-0.5188020608576692
394,patients,3,2.0,5534,-0.01785582296432059,-0.02347172272653071
395,patients,3,2.0,6245,-0.12873925789340057,-0.16922950968606923
396,patients,3,2.0,7037,0.052042896407188614,0.068411096861565
397,patients,3,2.0,7920,0.2965316624279117,0.38979491306857156
398,patients,3,2.0,8904,0.40908366934695245,0.5377460606576299
399,patients,3,2.0,10000,0.726355977195363,0.9548048349020205
400,patients,3,3.0,100,-2.148781925744686,-2.665138019911131
401,patients,3,3.0,191,-1.9584604082565757,-2.4290819054271284
402,patients,3,3.0,293,-0.7654216917633756,-0.9493538769767438
403,patients,3,3.0,406,-0.2956110786213146,-0.36664694322927505
404,patients,3,3.0,533,-0.1790460193808613,-0.2220710942550885
405,patients,3,3.0,673,0.7513116183746731,0.9318531280168721
406,patients,3,3.0,830,1.4825731038512404,1.8388380407668583
407,patients,3,3.0,1004,0.41761782042162165,0.5179721206991987
408,patients,3,3.0,1199,1.2272752553387796,1.522191668084684
409,patients,3,3.0,1416,-0.3838022941037014,-0.47603066364698465
410,patients,3,3.0,1657,-0.14158003171280117,-0.1756019635390603
411,patients,3,3.0,1926,-0.41175256592809434,-0.5106974351855736
412,patients,3,3.0,2226,-0.18311352299580183,-0.22711602617694795
413,patients,3,3.0,2560,0.3195075114842793,0.3962857311399047
414,patients,3,3.0,2932,0.37211277367043366,0.46153213079543287
415,patients,3,3.0,3346,-0.8571887500487263,-1.0631727215423363
416,patients,3,3.0,3808,-0.035166151894127834,-0.04361664034126182
417,patients,3,3.0,4322,0.4809443133205601,0.596516081754764
418,patients,3,3.0,4895,-0.2264505078858853,-0.28086696512290366
419,patients,3,3.0,5534,0.02421715785813454,0.030036583688936306
420,patients,3,3.0,6245,-0.3961351892296167,-0.49132717526682357
421,patients,3,3.0,7037,-0.03408399623606301,-0.042274440766136956
422,patients,3,3.0,7920,0.22339188636726487,0.27707335144804524
423,patients,3,3.0,8904,-0.14298110434462852,-0.17733971640034515
424,patients,3,3.0,10000,0.8895842831143157,1.1033529584542179
425,patients,4,1.0,100,-1.0236720508510617,-1.3048912578750238
426,patients,4,1.0,191,-1.209588544141268,-1.5418820075858093
427,patients,4,1.0,293,-2.031325943281085,-2.5893639111066045
