subj,trial,block,sex,age,date,stim,stim_order,filter,filter_freq,filter_gain,response,rt 
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial138_1.wav,0,19,5534,2.802666319045378,True,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial138_1.wav,0,20,6245,-5.417669753181046,True,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial138_1.wav,0,21,7037,3.2232622948234635,True,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial138_1.wav,0,22,7920,-10.901029145301397,True,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial138_1.wav,0,23,8904,-0.5299395838165031,True,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial138_1.wav,0,24,10000,2.063306155274483,True,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,0,100,-2.518147213424364,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,1,191,-7.848811902960632,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,2,293,-9.934584324914553,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,3,406,-6.644029920677729,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,4,533,4.700211137425299,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,5,673,-4.0940168124830105,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,6,830,-0.10302558460402379,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,7,1004,-11.404711794687621,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,8,1199,-2.3972541406937173,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,9,1416,-0.07831303088171873,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,10,1657,4.510819418303046,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,11,1926,-3.1342410476961255,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,12,2226,9.227819647062125,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,13,2560,-0.7129791560460653,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,14,2932,-2.955183864369926,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,15,3346,-3.691176698066862,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,16,3808,-5.3631936378030565,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,17,4322,1.6461784097164702,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,18,4895,1.3251900392541787,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,19,5534,4.467229265068032,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,20,6245,-1.4544276053536924,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,21,7037,4.342034293645132,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,22,7920,-3.6460471787722937,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,23,8904,9.521249523296282,False,3.3
1,86,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial273_1.wav,1,24,10000,0.3798909344963122,False,3.3
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,0,100,6.637217135461001,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,1,191,-4.87666381576698,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,2,293,5.92218738119231,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,3,406,5.062420847107308,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,4,533,0.3156103405420887,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,5,673,5.738551381668943,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,6,830,-6.9040205727193165,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,7,1004,-6.432601240550789,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,8,1199,10.33084690609262,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,9,1416,0.4662492510289178,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,10,1657,-3.029143335255732,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,11,1926,3.4484774376276923,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,12,2226,6.051863471896032,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,13,2560,-0.45582486374088405,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,14,2932,1.5885705470124734,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,15,3346,0.45788282430326777,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,16,3808,1.0080668485475375,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,17,4322,2.193505557960445,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,18,4895,-4.2284396903974555,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,19,5534,-4.239577768266118,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,20,6245,2.703764580511634,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,21,7037,-4.09628695992528,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,22,7920,-2.731180316221974,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,23,8904,-6.7977385461702,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_0.wav,0,24,10000,0.12596676389463085,False,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,0,100,6.962219382196966,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,1,191,-0.944699429985699,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,2,293,0.9799216948720969,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,3,406,6.045771807348626,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,4,533,-2.0711194157742896,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,5,673,-1.4153671184329484,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,6,830,0.5059237216440706,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,7,1004,-0.6879141495697891,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,8,1199,4.909101565337281,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,9,1416,-5.889283446522688,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,10,1657,4.024717447257277,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,11,1926,0.008044431175378827,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,12,2226,3.792817612290814,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,13,2560,-1.8519423767531273,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,14,2932,0.657351390558555,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,15,3346,-0.8925929577177707,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,16,3808,-2.0267707506044226,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,17,4322,-3.726060466581655,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,18,4895,-2.654603423677138,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,19,5534,-2.457312243486551,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,20,6245,-2.847344602646635,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,21,7037,-5.674714599216402,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,22,7920,-6.0253941977236805,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,23,8904,-7.277923791094154,True,1.358
1,87,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_0.wav,1,24,10000,7.399119239498619,True,1.358
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,0,100,-1.7976838971867823,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,1,191,-2.0763251973369994,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,2,293,1.0302148924625514,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,3,406,-1.5341819492173903,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,4,533,0.6522940015591987,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,5,673,-1.0383267553616884,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,6,830,5.157194688114989,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,7,1004,-7.671748207609344,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,8,1199,-6.440657136202512,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,9,1416,-1.2365518217527425,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,10,1657,12.116341290266504,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,11,1926,0.027365425295937343,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,12,2226,3.9308176315197225,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,13,2560,5.1143780284526255,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,14,2932,-3.9001805865959676,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,15,3346,0.6161530766640559,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,16,3808,3.689341978139011,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,17,4322,5.301671331088679,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,18,4895,-3.523242019369104,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,19,5534,-2.5525568124192737,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,20,6245,-5.969311588788334,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,21,7037,-2.795166209242235,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,22,7920,3.067108256429866,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,23,8904,-5.5356482203695805,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial139_1.wav,0,24,10000,9.01177178726193,True,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,0,100,-3.112081361315728,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,1,191,-7.975861457548412,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,2,293,-8.938832394193897,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,3,406,-1.4546452013973261,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,4,533,3.4871813690301874,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,5,673,-0.448980995000664,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,6,830,11.808705140604339,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,7,1004,-2.595276125043387,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,8,1199,3.451787198261677,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,9,1416,1.0600872969710253,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,10,1657,1.6639851382632154,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,11,1926,2.8709084464217933,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,12,2226,-2.7877763959575033,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,13,2560,3.388439424097381,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,14,2932,1.362516871311784,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,15,3346,1.903315107895331,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,16,3808,3.9706820657016744,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,17,4322,0.8092550984405343,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,18,4895,-0.874382387487021,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,19,5534,2.524778645298828,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,20,6245,5.4992771882453,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,21,7037,-3.7171172212082477,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,22,7920,-3.141956879294785,False,0.884
1,88,2,m,7,2021-03-24 10:33:35.351841,Sub1_Trial274_1.wav,1,23,8904,3.218570760394978,False,0.884
